user_id,shop_id,wifi_strong1,wifi_strong2,wifi_strong3
154,0,0.010567673,0.05,0.003357238
155,0.0212,0.015224799,0.2625,0.00727819
156,0.0134,0.004651258,0.2125,0.000728986
157,0.0208,0.01968342,0.2125,0.065669484
158,0,0.005882855,0.2125,0.001250164
159,0.02,0.015944868,0.2125,0.012188783
160,0,0.004076266,0.05,0.000591264
161,0.0211,0.019542062,0.15,0.056821243
162,0.0209,0.018603783,0.2625,0.111849616
163,0.0227,0.019493698,0.05,0.066096694
164,0.0242,0.023203296,0.05,0.105031839
165,0.0195,0.017926215,0.2125,0.505624128
166,0.0235,0.01604508,0.2125,0.519423675
167,0.0213,0.025969047,0.05,0.406149544
168,0.0199,0.000768338,0.05,1.074091459
169,0.0195,0.018940676,0.05,0.246497222
170,0.0214,-0.010715976,0.05,1.295305785
171,0.0214,0.018030554,0.05,0.287501557
172,0.0147,0.002431314,0.2125,-0.001211443
173,0.0206,0.02018718,0.05,0.141324392
174,0.0206,0.003228326,0.05,0.309248425
175,0.0209,0.018916504,0.05,0.078183625
176,0.0215,0.023276526,0.2125,0.108661685
177,0.0223,0.017669,0.05,0.338113727
178,0.0246,0.02257587,0.05,0.157102101
179,0.0203,0.017897086,0.15,0.064329633
180,0.0204,0.019932607,0.05,0.528830749
181,0.0204,0.018171035,0.05,0.344256576
182,0.0192,0.019738369,0.05,0.083819695
183,0.0242,0.017063029,0.05,0.038717562
184,0.0202,0.021710456,0.05,0.009983996
185,0.024,0.021160779,0.05,0.016779904
186,0,-0.001154583,0.05,-0.00514504
187,0.0225,0.015510422,0.2125,0.555843454
188,0.0219,0.015240127,0.2125,0.030911611
189,0.0224,0.018235806,0.2625,0.077665073
190,0.0225,0.020350541,0.2125,0.143224848
191,0.0179,0.017313734,0.05,0.055076377
192,0.0238,0.019620862,0.2125,0.08386999
193,0.0193,0.017767608,0.05,0.247730656
194,0.0214,0.020609173,0.05,0.111344479
195,0.0197,0.020136528,0.05,0.277134242
196,0.0202,0.018490639,0.2125,0.058665196
197,0.0235,0.016614629,0.2125,0.074244687
198,0.0227,0.021422952,0.05,0.22337613
199,0.0178,0.017842794,0.05,0.041135706
200,0.0204,0.021234038,0.05,0.042488343
201,0.0218,0.017667458,0.05,0.085206228
202,0.0226,0.014266788,0.05,0.342418621
203,0,0.007126851,0.05,-0.00182155
204,0.0221,-0.005153343,0.05,0.010014967
205,0.0223,0.019254403,0.05,0.009048004
206,0,0.002962677,0.05,0.000827985
207,0.019,0.01507617,0.05,0.014012333
208,0.0171,0.013902971,0.05,0.063445811
209,0.0203,0.011927145,0.2125,0.008663568
210,0.0128,0.010714078,0.05,0.003601808
211,0.0198,0.015211017,0.2125,0.043130082
212,0,0.005180528,0.2125,0.001443527
213,0.014,0.001199769,0.15,-0.00074756
214,0.0219,0.014997407,0.2125,0.0137819
215,0.0211,0.016891829,0.05,0.00640798
216,0.0178,0.004180246,0.05,0.000914903
217,0.0228,0.020892328,0.05,0.013377419
218,0.0241,0.019209624,0.05,0.009099592
219,0,0.004929422,0.05,0.000750317
220,0,0.007273086,0.05,0.001139447
221,0,0.006187809,0.05,0.00343079
222,0.0164,0.005281247,0.05,0.001426182
223,0.0195,0.021363103,0.05,0.013179525
224,0.0205,0.019721984,0.05,0.01683856
225,0.0246,0.017948208,0.05,0.012799601
226,0.0208,0.017986867,0.2125,0.043234872
227,0.0143,0.009641844,0.05,-0.001244625
228,0,0.009960814,0.15,-0.004293159
229,0.0205,0.012345892,0.2125,0.005127406
230,0.0262,0.006408504,0.2125,4.842953466
231,0.0265,0.002112582,0.2125,4.741544272
232,0.0254,-0.01891356,0.2125,0.481198833
233,0.0374,-0.056295019,0.2625,17.27376297
234,0.0265,-0.044116984,0.2125,1.007011005
235,0.0455,-0.052757747,0.05,44.18569167
236,0.0218,0.014308605,0.15,0.096212288
237,0.0223,0.025362377,0.2125,0.304392721
238,0.028,0.01022991,0.2125,6.204631618
239,0.0425,-0.060146824,0.2125,22.23153065
240,0.0307,-0.044548385,0.2625,12.8691445
241,0.0199,0.01304812,0.2125,0.11728363
242,0.022,0.01773945,0.2125,0.04066138
243,0.0197,-0.00302663,0.2125,1.395706789
244,0.0287,-0.002450775,0.2625,7.148559621
245,0.0302,-0.044026844,0.2125,12.55149074
246,0.0216,0.023600754,0.15,0.691666957
247,0.0242,-0.004392461,0.2125,3.202480064
248,0.0226,0.029648162,0.2125,1.078241136
249,0.0215,0.01363196,0.2125,0.028515505
250,0.0199,0.001646574,0.2125,0.87836471
251,0.0239,0.018776431,0.05,0.63026492
252,0.022,-0.000760417,0.2125,2.765479649
253,0.0203,0.010154408,0.05,0.599675038
254,0.0257,-0.003659923,0.2125,2.337733407
255,0.0241,0.01087631,0.2125,0.090692427
256,0.0222,0.001630355,0.2625,5.022468868
257,0.0229,0.005615376,0.2125,0.733409306
258,0.0279,-0.046261919,0.05,13.83706269
259,0.0258,-0.001430072,0.2125,6.866777973
260,0.0202,0.019088106,0.2625,0.148788086
261,0.0247,0.012106236,0.05,0.218459392
262,0.0238,0.003419315,0.2125,4.312529672
263,0.023,0.024900313,0.05,0.743936939
264,0.0255,0.026330497,0.05,0.751137833
265,0.0328,-0.0568154,0.2625,19.63263281
266,0.0212,0.00085658,0.2625,2.481583075
267,0.02,0.005908227,0.05,0.764483443
268,0.0274,0.002314144,0.05,5.244647013
269,0.0235,0.016040578,0.2125,0.054883344
270,0.0202,0.023351028,0.2125,0.393732611
271,0.0243,-0.011816009,0.2125,0.740363614
272,0.0235,-0.010006517,0.2625,2.869038393
273,0.0221,0.0132713,0.2125,0.349180345
274,0.0224,0.003161916,0.05,2.860418056
275,0.0209,0.007179273,0.05,0.54477048
276,0.0238,0.006585285,0.2125,0.885133936
277,0.0243,0.008996782,0.2125,0.100493785
278,0.025,0.017343039,0.2125,0.07723606
279,0.0224,0.017759306,0.05,0.122238437
280,0.0189,0.018368218,0.2125,0.23302926
281,0.023,0.003240264,0.2125,2.903901786
282,0.0207,0.026863857,0.15,0.976686594
283,0.0271,-0.00139544,0.2125,4.923525711
284,0.0297,-0.009545939,0.2625,10.94506131
285,0.0236,0.016047927,0.2125,0.231557105
286,0.0214,-0.005002154,0.2625,2.385504843
287,0.0209,0.020737657,0.2125,0.064327428
288,0.0247,0.009494672,0.2125,3.370499111
289,0.0219,0.020808952,0.05,0.076368997
290,0.0204,0.001829332,0.05,0.972096057
291,0.0227,-0.001789961,0.2125,3.688500346
292,0.0213,0.006218279,0.2625,2.674731485
293,0.0217,-0.005526231,0.2625,0.538259195
294,0.0237,0.02082213,0.05,0.069373193
295,0.0226,0.009971553,0.2125,0.550107548
296,0.0241,0.006071626,0.2625,3.211660535
297,0.022,0.032949824,0.05,1.512473988
298,0.0215,0.025650053,0.05,0.171449592
299,0.0198,0.004409093,0.2125,1.066624717
300,0.0244,0.013816719,0.2125,0.094919212
301,0.0225,0.014947585,0.15,0.314627949
302,0.0234,0.034096918,0.2125,1.28775418
303,0.0252,0.017858073,0.2125,0.031639033
304,0.0225,0.007792094,0.15,0.658738846
305,0.0215,0.016235299,0.2125,0.26355835
306,0.0251,0.008520175,0.2125,0.576204677
307,0.0234,-0.012703176,0.2125,2.847128218
308,0.0215,0.000419516,0.05,2.545996901
309,0.0204,0.028503345,0.2125,0.939733856
310,0.0219,0.021925615,0.2125,0.255003435
311,0.0211,0.02052702,0.2125,0.681223177
312,0.0223,0.015455872,0.05,0.523791847
313,0.0212,0.00506148,0.2625,1.013121301
314,0.0247,0.007819949,0.2125,0.644026196
315,0.0213,0.013883521,0.2125,0.09203851
316,0.0252,0.021147939,0.05,2.536060821
317,0.0248,0.006201276,0.2625,5.46785931
318,0.0253,0.015763169,0.2625,3.942935218
319,0.0374,-0.056628844,0.2625,18.36067915
320,0.0312,-0.007645599,0.2125,8.830732488
321,0.0251,0.019206816,0.2125,0.351714983
322,0.0366,-0.056708828,0.2625,21.08915513
323,0.0244,-0.035528626,0.05,1.595383712
324,0.0229,0.001135165,0.2125,1.354212886
325,0.0232,0.014542852,0.2125,0.228511485
326,0.0243,0.020908774,0.2125,0.124848389
327,0.0214,-0.002991351,0.05,0.081944275
328,0.0223,0.00195501,0.2125,3.280382869
329,0.0227,0.018450193,0.2125,0.126456599
330,0.0247,0.023642441,0.2125,0.790537957
331,0.0254,0.021435129,0.2125,0.182079991
332,0.0242,0.018123913,0.15,0.142894722
333,0.0205,0.024051938,0.2125,0.33609044
334,0.0246,0.030982049,0.2125,1.614532919
335,0.0207,0.01568499,0.05,0.299234272
336,0.0197,0.021531351,0.2625,0.058877765
337,0.0204,0.009437105,0.2125,0.655816816
338,0.0239,0.018095384,0.05,0.197646717
339,0.0216,0.022742283,0.2125,0.708033496
340,0.0239,0.017775442,0.2125,0.414669177
341,0.0226,0.026394135,0.2125,0.537570467
342,0.0313,-0.043616472,0.05,14.72495767
343,0.0274,0.004396248,0.2125,3.770190249
344,0.0223,0.015826667,0.2125,0.095892746
345,0.0251,0.017681427,0.2125,0.226872586
346,0.0221,0.02261523,0.2125,0.240536542
347,0.0231,0.000195125,0.2125,1.231672343
348,0.0216,0.02026082,0.2125,0.547676987
349,0.0279,0.004183306,0.15,4.167032107
350,0.0206,0.021129189,0.2625,0.305408392
351,0.0212,0.009164787,0.15,0.066667287
352,0.023,-0.004516551,0.05,6.419436366
353,0.0204,0.015290574,0.2125,0.129508541
354,0.0251,0.007107129,0.2125,0.900231336
355,0.022,0.028136636,0.2125,0.817125139
356,0.024,0.018459007,0.2125,0.146435767
357,0.0246,0.017871637,0.2125,0.429106294
358,0.0254,0.012763252,0.05,2.261608763
359,0.0203,0.016968667,0.2125,0.059758228
360,0.0247,-0.00828067,0.2625,7.400074281
361,0.0242,0.021440926,0.05,0.075368193
362,0.0302,-0.057754119,0.05,18.17082765
363,0.0243,0.027328296,0.2125,0.912970684
364,0.0244,0.015862008,0.2125,0.057302514
365,0.0263,-0.007296161,0.2625,7.446179699
366,0.0283,-0.003155878,0.05,4.589389357
367,0.0228,0.018756124,0.2125,0.160593408
368,0.0224,0.017574153,0.05,0.04636216
369,0.0241,0.020999538,0.05,0.049809047
370,0.0246,0.011714797,0.2125,0.100730756
371,0.0232,0.004656311,0.2625,1.158973208
372,0.0222,0.009162539,0.2125,0.452027155
373,0.0204,-0.005606285,0.05,1.655391127
374,0.0308,-0.008076534,0.2125,7.080328925
375,0.0202,0.005991935,0.2625,0.798024757
376,0.0194,0.023300296,0.2625,0.081892305
377,0.0234,-0.002336671,0.2125,4.549565646
378,0.0237,-0.00630126,0.2125,1.377612093
379,0.0308,-0.057336978,0.2125,18.29916277
380,0.02,0.022259836,0.15,0.047156407
381,0.0247,0.017520512,0.2125,0.072716783
382,0.0225,0.01930912,0.2125,0.03651545
383,0.023,0.021026758,0.05,0.096052159
384,0.0244,0.016720095,0.2125,0.224687993
385,0.0233,0.008414584,0.2125,0.31081588
386,0.0196,0.015177889,0.2125,0.40223952
387,0.0254,-0.00103182,0.2625,4.635650503
388,0.024,0.022027077,0.05,0.115321768
389,0.0212,0.017994653,0.2125,0.132900228
390,0.0205,0.014397002,0.2125,0.243324401
391,0.0251,0.01509045,0.2125,0.254558644
392,0.0205,0.018289249,0.2125,0.295943847
393,0.0196,0.021438902,0.2125,0.054937864
394,0.0255,-0.002883086,0.2125,2.266472101
395,0.0208,0.014851677,0.15,2.199900852
396,0.0218,0.013066428,0.05,1.111855439
397,0.0208,0.003634889,0.05,0.94375991
398,0.0219,0.018211105,0.2125,0.098901284
399,0.0218,-0.009839423,0.15,1.927670862
400,0.0252,0.02481659,0.2125,0.483049015
401,0.0243,0.017791565,0.2125,0.287856173
402,0.0241,0.020621957,0.2125,0.056768817
403,0.0243,-0.01240467,0.2125,7.929469918
404,0.024,-0.025186255,0.2125,0.826506988
405,0.0265,0.0083837,0.2125,5.760719616
406,0.0197,0.021475487,0.05,0.098622423
407,0.0242,0.021721058,0.05,0.038632302
408,0.0247,0.016640727,0.05,0.10905738
409,0.0242,0.026486812,0.15,0.970247205
410,0.0297,-0.034522111,0.2125,10.88921489
411,0.0197,0.020451904,0.2125,0.284471327
412,0.0249,0.006938326,0.2125,0.788261852
413,0.0227,0.019186307,0.2125,0.037528058
414,0.0266,-0.007360414,0.2625,8.10788789
415,0.0307,-0.049042403,0.2625,14.00752666
416,0.024,0.020136805,0.05,0.092507649
417,0.0223,0.019662575,0.2625,0.721212463
418,0.0219,0.013237809,0.15,0.134414861
419,0.0249,0.020368319,0.05,0.100705793
420,0.023,0.013656395,0.15,0.311358385
421,0.0257,0.035016676,0.2125,1.496388036
422,0.0247,0.022446768,0.2125,0.632311478
423,0.0234,0.02737656,0.2625,0.653378847
424,0.0233,0.003498132,0.2125,1.363140896
425,0.0209,0.01580492,0.2125,0.309395023
426,0.0195,0.022057657,0.05,0.39428407
427,0.0212,0.005374929,0.05,1.50314656
428,0.022,-0.003500308,0.15,2.0185457
429,0.0251,0.020666798,0.2125,0.076115668
430,0.0249,0.015999366,0.2625,0.285071279
431,0.0233,0.00312729,0.2125,1.311405576
432,0.0235,0.009673194,0.2125,0.281615605
433,0.0229,0.019561939,0.2125,0.026115529
434,0.0292,-0.003328321,0.05,3.245914192
435,0.0202,0.006740917,0.05,0.729562401
436,0.0208,0.000169064,0.2125,1.461507739
437,0.0238,0.023352786,0.2125,0.248417229
438,0.0213,0.011631875,0.2125,0.06167643
439,0.0223,0.020946694,0.05,0.081099061
440,0.0244,0.011455827,0.15,0.063337442
441,0.0245,0.000849683,0.2125,2.718272844
