"001","002","003"
"115.61003307582689","57.00142503562589","149.46802242556063"
"112.39566706667668","57.00142503562589","147.6465483387085"
"110.1456108152704","57.00142503562589","146.25365634140854"
"108.43128223205579","57.00142503562589","147.539402760069"
"106.07408040201007","57.00142503562589","149.6823135078377"
"103.07400540013502","57.00142503562589","150.11089559738994"
"101.5739678991975","57.00142503562589","151.93236975924398"
"99.53820273006826","57.00142503562589","155.46817242931073"
"97.50243756093903","57.00142503562589","158.0396652666317"
"94.9309447236181","57.00142503562589","158.68253851346284"
"92.57374289357234","57.00142503562589","158.3611018525463"
"89.4665223880597","57.00142503562589","157.50393759843996"
"88.71650363759095","57.00142503562589","153.110970599265"
"87.75219380484512","57.00142503562589","149.03944026100655"
"85.50213755343884","57.00142503562589","147.75369384234605"
"83.03779021975551","57.00142503562589","147.75369384234605"
"82.28777146928674","57.00142503562589","145.18220100502512"
"81.64489829745744","57.00142503562589","142.93214475361884"
"83.89495454886372","57.00142503562589","142.93214475361884"
"87.00217505437637","57.00142503562589","143.2535813395335"
"88.82364914122853","57.00142503562589","139.9320697517438"
"86.68073846846173","57.00142503562589","140.14636083402087"
"85.1807009675242","57.00142503562589","139.07490542263557"
"83.25208130203255","57.00142503562589","137.8963045826146"
"81.75204380109503","57.00142503562589","136.18197599939998"
"78.85911430285758","57.00142503562589","134.68193849846247"
"75.85903930098253","57.00142503562589","135.1105205880147"
"74.57329290482262","57.00142503562589","132.75331883297082"
"75.10902055051376","57.00142503562589","130.8246991674792"
"73.39469201230031","57.00142503562589","129.96753491337284"
"71.68036343658592","57.00142503562589","128.36035183379585"
"69.10887057676443","57.00142503562589","127.82462416560415"
"66.53737771694293","57.00142503562589","127.71747866196655"
"63.96588486462162","57.00142503562589","126.86031433285832"
"61.60868307207681","57.00142503562589","125.89600457511439"
"58.501462536563416","57.00142503562589","126.86031433285832"
"55.82282414310358","57.00142503562589","128.36035183379585"
"51.32271164029101","57.00142503562589","129.3246616665417"
"49.2869464561614","57.00142503562589","129.75324383109577"
"47.35832681317033","57.00142503562589","130.1818259956499"
"44.78683395334883","57.00142503562589","132.64617332933324"
"43.60823306082652","57.00142503562589","134.89622958073954"
"42.00105002625066","57.00142503562589","136.39626708167705"
"38.6795384159604","57.00142503562589","137.7891590039751"
"36.858064306607666","57.00142503562589","138.96775991899798"
"36.75091877296933","57.00142503562589","144.32503667591692"
"35.46517234680867","57.00142503562589","146.4679474236856"
"33.322261629040725","57.00142503562589","148.07513042826074"
"32.89367948698718","57.00142503562589","150.2180411760294"
"31.07220537763444","57.00142503562589","150.325186679667"
"28.607858051451284","57.00142503562589","148.50371259281482"
"28.072130375759393","57.00142503562589","145.9322197554939"
"26.03636519162979","57.00142503562589","145.61078309457736"
"24.214891089777247","57.00142503562589","146.68223850596266"
"21.75054376359409","57.00142503562589","144.64647333683345"
"20.46479733743344","57.00142503562589","142.28927150678768"
"18.750468761719045","57.00142503562589","143.03929025725645"
"16.71470358508963","57.00142503562589","143.03929025725645"
"16.71470358508963","57.00142503562589","139.07490542263557"
