"16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","41","42","43","44","47","48","49","50","51","52","57","58","62","63","64","65","66","67","72","73","74","75","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","201","202","203","204","205","206","207","208","209","210","211","212","213","214","215","216","217","218","219","281","282","283","284","285","286","287","288","289","290","291","292","293","294","295","296","297","298","299"
"116.89","119.53","120.24","122.8","123.63","126.12","127.05","129.48","130.51","132.88","119.71","123.05","126.43","129.84","133.29","117.51","120.14","121.45","123.99","125.39","127.85","116.73","120.63","124.53","128.44","117.12","119.75","120.68","123.24","124.27","126.76","120.05","123.6","115.8","118.46","118.11","120.72","120.51","123.07","115.87","118.12","120.45","122.87","113.88","116.59","114.33","117.03","114.91","117.6","115.63","118.3","116.48","119.13","115.29","115.8","116.45","117.22","118.13","129.12","131.52","131.81","134.15","133.99","136.3","133.87","135.44","132.02","133.62","130.54","132.16","134.64","136.21","133.2","134.78","131.33","132.94","131.72","117.46","120.09","117.85","118.59","115.75","116.5","114.05","114.82","118.73","119.46","117.09","117.83","114.96","115.72","114.86","113.41","116.13","109.3","112.12"
"117.64","120.66","120.97","123.91","124.34","127.2","127.74","130.53","131.18","133.9","120.65","123.96","127.31","130.7","134.12","118.26","121.26","122.17","125.08","126.09","128.91","117.69","121.55","125.43","129.31","117.86","120.88","121.41","124.34","124.98","127.83","120.98","124.5","116.55","119.6","118.85","121.84","121.24","124.17","116.83","119.06","121.38","123.78","114.65","117.75","115.1","118.18","115.68","118.75","116.39","119.44","117.23","120.27","116.26","116.76","117.4","118.17","119.07","129.8","132.55","132.47","135.16","134.65","137.3","134.64","136.21","132.78","134.37","131.33","132.94","135.53","137.09","134.12","135.7","132.24","133.84","132.57","118.21","121.22","118.73","119.46","116.61","117.36","114.96","115.72","119.73","120.46","118.14","118.88","116","116.75","115.83","114.19","117.3","110.1","113.32"
"118.52","121.91","121.82","125.13","125.17","128.39","128.55","131.69","131.97","135.03","121.7","124.99","128.31","131.68","135.08","119.13","122.51","123.02","126.29","126.91","130.09","118.77","122.6","126.44","130.3","118.74","122.13","122.26","125.55","125.81","129.01","122.03","125.52","117.44","120.87","119.72","123.08","122.09","125.39","117.93","120.13","122.43","124.81","115.56","119.04","116","119.46","116.57","120.02","117.28","120.71","118.12","121.52","117.36","117.86","118.49","119.25","120.14","130.6","133.69","133.26","136.28","135.42","138.4","135.53","137.09","133.65","135.23","132.24","133.84","136.53","138.08","135.16","136.73","133.27","134.85","133.53","119.09","122.46","119.73","120.46","117.6","118.34","116","116.75","120.86","121.59","119.32","120.05","117.17","117.91","116.93","115.09","118.59","111.04","114.66"
"119.53","123.28","122.8","126.46","126.12","129.69","129.48","132.96","132.88","136.26","122.88","126.13","129.43","132.77","136.14","120.14","123.87","123.99","127.62","127.85","131.37","119.98","123.77","127.58","131.4","119.75","123.5","123.24","126.89","126.76","130.31","123.21","126.66","118.46","122.25","120.72","124.44","123.07","126.72","119.14","121.32","123.6","125.96","116.59","120.44","117.03","120.86","117.6","121.41","118.3","122.09","119.13","122.9","118.58","119.07","119.7","120.45","121.34","131.52","134.94","134.15","137.51","136.3","139.61","136.53","138.08","134.63","136.2","133.27","134.85","137.64","139.17","136.31","137.86","134.4","135.97","134.6","120.09","123.83","120.86","121.59","118.71","119.45","117.17","117.91","122.12","122.83","120.62","121.34","118.46","119.19","118.16","116.13","119.99","112.12","116.11"
"120.66","124.77","123.91","127.91","127.2","131.1","130.53","134.33","133.9","137.61","124.18","127.4","130.66","133.97","137.31","121.26","125.35","125.08","129.05","128.91","132.76","121.3","125.06","128.83","132.61","120.88","124.98","124.34","128.33","127.83","131.71","124.5","127.92","119.6","123.74","121.84","125.91","124.17","128.17","120.48","122.63","124.88","127.22","117.75","121.96","118.18","122.37","118.75","122.92","119.44","123.59","120.27","124.39","119.92","120.41","121.03","121.78","122.65","132.55","136.3","135.16","138.84","137.3","140.92","137.64","139.17","135.73","137.28","134.4","135.97","138.85","140.37","137.57","139.1","135.65","137.2","135.79","121.22","125.31","122.12","122.83","119.95","120.68","118.46","119.19","123.48","124.19","122.04","122.75","119.87","120.6","119.51","117.3","121.52","113.32","117.69"
"126.44","121.6","129.43","124.71","132.48","127.88","135.58","131.08","138.73","134.33","125.42","128.5","131.63","134.81","138.03","127.06","122.25","130.65","125.97","134.26","129.72","122.71","126.36","130.03","133.72","126.76","121.93","130.06","125.36","133.4","128.83","125.9","129.29","125.61","120.73","127.8","123.02","130.09","125.39","121.96","124.16","126.44","128.81","123.89","118.95","124.41","119.49","125.06","120.17","125.83","120.97","126.72","121.9","121.55","122.14","122.87","123.72","124.69","137.24","132.8","139.8","135.44","141.92","137.62","139.68","141.11","138.46","139.9","136.49","137.95","138.24","139.68","136.28","137.74","135.02","136.49","136.47","127.73","122.95","125.74","126.34","124.38","124.99","122.19","122.81","124.14","124.75","121.95","122.57","120.54","121.17","121.65","124.08","119.14","120.36","115.27"
"124.72","120.21","127.76","123.36","130.84","126.55","133.98","129.8","137.16","133.08","123.88","127","130.17","133.38","136.63","125.35","120.87","128.99","124.63","132.64","128.42","121.14","124.83","128.55","132.28","125.04","120.55","128.39","124.02","131.77","127.51","124.37","127.8","123.87","119.33","126.1","121.65","128.42","124.04","120.38","122.6","124.92","127.31","122.14","117.53","122.66","118.08","123.32","118.76","124.1","119.57","125.01","120.51","119.96","120.56","121.3","122.16","123.14","135.66","131.53","138.25","134.2","140.39","136.4","138.24","139.68","136.98","138.43","135.02","136.49","136.9","138.36","134.95","136.43","133.65","135.14","135.06","126.03","121.57","124.14","124.75","122.73","123.35","120.54","121.17","122.65","123.26","120.46","121.09","119.01","119.64","120.07","122.32","117.72","118.55","113.8"
"123.1","118.94","126.18","122.12","129.31","125.35","132.48","128.62","135.7","131.93","122.45","125.61","128.81","132.05","135.34","123.74","119.6","127.43","123.41","131.13","127.23","119.68","123.41","127.17","130.94","123.43","119.28","126.82","122.78","130.25","126.32","122.95","126.41","122.25","118.05","124.51","120.39","126.85","122.81","118.91","121.16","123.5","125.92","120.49","116.23","121.02","116.78","121.69","117.47","122.48","118.29","123.4","119.24","118.48","119.09","119.84","120.71","121.7","134.18","130.37","136.79","133.06","138.95","135.28","136.9","138.36","135.6","137.07","133.65","135.14","135.67","137.14","133.73","135.22","132.39","133.89","133.75","124.43","120.32","122.65","123.26","121.19","121.81","119.01","119.64","121.27","121.89","119.09","119.73","117.59","118.23","118.59","120.68","116.43","116.85","112.46"
"121.6","117.79","124.71","121","127.88","124.26","131.08","127.56","134.33","130.89","121.14","124.33","127.56","130.84","134.15","122.25","118.46","125.97","122.3","129.72","126.15","118.33","122.11","125.9","129.71","121.93","118.14","125.36","121.67","128.83","125.24","121.64","125.14","120.73","116.9","123.02","119.25","125.39","121.7","117.55","119.83","122.2","124.65","118.95","115.05","119.49","115.61","120.17","116.31","120.97","117.14","121.9","118.1","117.12","117.74","118.49","119.37","120.38","132.8","129.32","135.44","132.03","137.62","134.27","135.67","137.14","134.32","135.81","132.39","133.89","134.54","136.02","132.62","134.12","131.23","132.75","132.55","122.95","119.18","121.27","121.89","119.76","120.39","117.59","118.23","120.01","120.64","117.84","118.49","116.29","116.93","117.23","119.14","115.25","115.27","111.24"
"120.21","116.77","123.36","120.01","126.55","123.29","129.8","126.61","133.08","129.97","119.94","123.16","126.43","129.73","133.07","120.87","117.44","124.63","121.32","128.42","125.2","117.11","120.93","124.76","128.6","120.55","117.12","124.02","120.68","127.51","124.27","120.45","123.98","119.33","115.87","121.65","118.24","124.04","120.71","116.32","118.62","121.01","123.49","117.53","114.01","118.08","114.57","118.76","115.27","119.57","116.11","120.51","117.07","115.89","116.51","117.27","118.16","119.18","131.53","128.39","134.2","131.12","136.4","133.37","134.54","136.02","133.16","134.65","131.23","132.75","133.53","135.02","131.62","133.13","130.19","131.72","131.45","121.57","118.17","120.01","120.64","118.45","119.09","116.29","116.93","118.87","119.51","116.72","117.37","115.11","115.77","116","117.72","114.21","113.8","110.16"
"118.94","115.87","122.12","119.14","125.35","122.44","128.62","125.79","131.93","129.17","118.87","122.12","125.41","128.74","132.11","119.6","116.55","123.41","120.46","127.23","124.36","116.01","119.86","123.73","127.6","119.28","116.22","122.78","119.82","126.32","123.43","119.38","122.95","118.05","114.96","120.39","117.36","122.81","119.84","115.21","117.54","119.95","122.45","116.23","113.09","116.78","113.66","117.47","114.37","118.29","115.21","119.24","116.18","114.78","115.41","116.17","117.07","118.1","130.37","127.58","133.06","130.32","135.28","132.59","133.53","135.02","132.1","133.61","130.19","131.72","132.63","134.13","130.73","132.26","129.27","130.81","130.48","120.32","117.29","118.87","119.51","117.27","117.91","115.11","115.77","117.86","118.5","115.72","116.37","114.06","114.72","114.89","116.43","113.29","112.46","109.21"
"117.79","115.11","121","118.4","124.26","121.72","127.56","125.09","130.89","128.49","117.92","121.2","124.51","127.87","131.26","118.46","115.8","122.3","119.72","126.15","123.65","115.04","118.93","122.82","126.72","118.14","115.46","121.67","119.08","125.24","122.72","118.44","122.03","116.9","114.2","119.25","116.61","121.7","119.11","114.24","116.58","119.01","121.53","115.05","112.31","115.61","112.88","116.31","113.6","117.14","114.44","118.1","115.42","113.8","114.43","115.21","116.11","117.15","129.32","126.89","132.03","129.65","134.27","131.92","132.63","134.13","131.16","132.68","129.27","130.81","131.84","133.35","129.97","131.5","128.46","130.01","129.62","119.18","116.53","117.86","118.5","116.2","116.85","114.06","114.72","116.97","117.62","114.85","115.51","113.15","113.81","113.91","115.25","112.51","111.24","108.4"
"116.77","114.48","120.01","117.79","123.29","121.13","126.61","124.51","129.97","127.93","117.11","120.4","123.74","127.11","130.53","117.44","115.17","121.32","119.12","125.2","123.07","114.2","118.12","122.03","125.96","117.12","114.84","120.68","118.47","124.27","122.13","117.63","121.24","115.87","113.56","118.24","115.99","120.71","118.5","113.39","115.76","118.2","120.73","114.01","111.67","114.57","112.24","115.27","112.96","116.11","113.81","117.07","114.8","112.95","113.59","114.37","115.28","116.32","128.39","126.32","131.12","129.09","133.37","131.38","131.84","133.35","130.33","131.86","128.46","130.01","131.17","132.69","129.32","130.86","127.77","129.33","128.87","118.17","115.91","116.97","117.62","115.27","115.93","113.15","113.81","116.22","116.87","114.12","114.78","112.37","113.04","113.07","114.21","111.87","110.16","107.74"
"115.87","113.99","119.14","117.31","122.44","120.67","125.79","124.06","129.17","127.49","116.42","119.74","123.09","126.48","129.91","116.55","114.69","120.46","118.65","124.36","122.62","113.5","117.44","121.38","125.32","116.22","114.35","119.82","118","123.43","121.67","116.94","120.58","114.96","113.07","117.36","115.51","119.84","118.03","112.69","115.06","117.52","120.07","113.09","111.16","113.66","111.74","114.37","112.46","115.21","113.32","116.18","114.31","112.24","112.89","113.67","114.59","115.63","127.58","125.87","130.32","128.66","132.59","130.95","131.17","132.69","129.63","131.16","127.77","129.33","130.62","132.15","128.79","130.34","127.21","128.77","128.25","117.29","115.43","116.22","116.87","114.47","115.13","112.37","113.04","115.6","116.25","113.52","114.19","111.72","112.4","112.36","113.29","111.37","109.21","107.21"
"115.11","113.64","118.4","116.97","121.72","120.33","125.09","123.74","128.49","127.18","115.87","119.2","122.57","125.98","129.42","115.8","114.34","119.72","118.31","123.65","122.29","112.94","116.89","120.85","124.81","115.46","114","119.08","117.66","122.72","121.34","116.4","120.05","114.2","112.72","116.61","115.16","119.11","117.69","112.12","114.5","116.98","119.54","112.31","110.8","112.88","111.38","113.6","112.11","114.44","112.97","115.42","113.96","111.67","112.32","113.1","114.03","115.08","126.89","125.55","129.65","128.35","131.92","130.65","130.62","132.15","129.04","130.58","127.21","128.77","130.19","131.72","128.39","129.94","126.77","128.34","127.75","116.53","115.08","115.6","116.25","113.8","114.47","111.72","112.4","115.11","115.77","113.06","113.73","111.22","111.9","111.78","112.51","111.01","108.4","106.84"
