"37","38","39","40","45","46","53","54","55","56","59","60","61","68","69","70","71","76","77","220","221","222","223","224","225","226","227","228","229","230","231","232","233","234","235","236","237","238","239","240","241","242","243","244","245","246","247","248","249","250","251","252","253","254","255","256","257","258","259","260","261","262","263","264","265","266","267","268","269","270","271","272","273","274","275","276","277","278","279","280"
"129.33","128.03","133.28","132.02","130.53","134.5","127.89","126.57","131.53","130.25","125.27","128.92","132.59","122.99","121.62","125.56","124.21","123.44","126.06","135.65","134.4","136.73","135.5","137.23","136","136.03","137.39","134.38","135.76","132.49","133.89","135.62","136.99","133.76","135.14","132.07","133.47","132.96","137.14","135.91","136.45","135.22","135.19","133.94","134.11","135.22","132.38","133.51","130.42","131.56","133.69","134.8","131.75","132.88","129.99","131.13","130.75","133.37","132.1","131.02","129.73","128.19","126.87","127.19","128.08","125.42","126.33","123.4","124.32","126.75","127.64","124.75","125.66","122.94","123.87","123.61","124.94","123.59","121.34","119.95"
"128.78","127.84","132.74","131.83","130.16","134.14","127.33","126.38","130.98","130.06","124.88","128.55","132.23","122.41","121.42","124.98","124.02","123.05","125.68","135.11","134.22","136.2","135.32","136.71","135.83","135.62","136.99","133.94","135.32","132.07","133.47","135.33","136.69","133.49","134.87","131.77","133.17","132.6","136.61","135.73","135.93","135.04","134.66","133.76","133.69","134.8","131.93","133.06","129.99","131.13","133.39","134.51","131.47","132.61","129.68","130.83","130.38","132.82","131.92","130.47","129.54","127.63","126.68","126.75","127.64","124.94","125.85","122.94","123.87","126.43","127.33","124.46","125.38","122.62","123.54","123.22","124.36","123.39","120.74","119.75"
"128.34","127.78","132.32","131.77","129.91","133.9","126.89","126.32","130.55","130","124.63","128.3","131.98","121.95","121.36","124.53","123.95","122.79","125.42","134.7","134.16","135.79","135.26","136.3","135.77","135.33","136.69","133.61","134.99","131.77","133.17","135.15","136.52","133.34","134.73","131.59","132.99","132.36","136.2","135.67","135.51","134.98","134.24","133.7","133.39","134.51","131.6","132.73","129.68","130.83","133.21","134.33","131.32","132.46","129.49","130.65","130.14","132.4","131.86","130.04","129.48","127.19","126.62","126.43","127.33","124.59","125.5","122.62","123.54","126.24","127.14","124.3","125.22","122.42","123.35","122.96","123.91","123.33","120.28","119.68"
"128.03","127.84","132.02","131.83","129.79","133.79","126.57","126.38","130.25","130.06","124.5","128.17","131.86","121.62","121.42","124.21","124.02","122.66","125.29","134.4","134.22","135.5","135.32","136","135.83","135.15","136.52","133.4","134.79","131.59","132.99","135.09","136.46","133.31","134.7","131.53","132.93","132.24","135.91","135.73","135.22","135.04","133.94","133.76","133.21","134.33","131.38","132.52","129.49","130.65","133.15","134.27","131.29","132.43","129.43","130.58","130.02","132.1","131.92","129.73","129.54","126.87","126.68","126.24","127.14","124.37","125.28","122.42","123.35","126.18","127.08","124.27","125.18","122.36","123.28","122.83","123.59","123.39","119.95","119.75"
"127.84","128.03","131.83","132.02","129.79","133.79","126.38","126.57","130.06","130.25","124.5","128.17","131.86","121.42","121.62","124.02","124.21","122.66","125.29","134.22","134.4","135.32","135.5","135.83","136","135.09","136.46","133.31","134.7","131.53","132.93","135.15","136.52","133.4","134.79","131.59","132.99","132.24","135.73","135.91","135.04","135.22","133.76","133.94","133.15","134.27","131.29","132.43","129.43","130.58","133.21","134.33","131.38","132.52","129.49","130.65","130.02","131.92","132.1","129.54","129.73","126.68","126.87","126.18","127.08","124.27","125.18","122.36","123.28","126.24","127.14","124.37","125.28","122.42","123.35","122.83","123.39","123.59","119.75","119.95"
"127.78","128.34","131.77","132.32","129.91","133.9","126.32","126.89","130","130.55","124.63","128.3","131.98","121.36","121.95","123.95","124.53","122.79","125.42","134.16","134.7","135.26","135.79","135.77","136.3","135.15","136.52","133.34","134.73","131.59","132.99","135.33","136.69","133.61","134.99","131.77","133.17","132.36","135.67","136.2","134.98","135.51","133.7","134.24","133.21","134.33","131.32","132.46","129.49","130.65","133.39","134.51","131.6","132.73","129.68","130.83","130.14","131.86","132.4","129.48","130.04","126.62","127.19","126.24","127.14","124.3","125.22","122.42","123.35","126.43","127.33","124.59","125.5","122.62","123.54","122.96","123.33","123.91","119.68","120.28"
"127.84","128.78","131.83","132.74","130.16","134.14","126.38","127.33","130.06","130.98","124.88","128.55","132.23","121.42","122.41","124.02","124.98","123.05","125.68","134.22","135.11","135.32","136.2","135.83","136.71","135.33","136.69","133.49","134.87","131.77","133.17","135.62","136.99","133.94","135.32","132.07","133.47","132.6","135.73","136.61","135.04","135.93","133.76","134.66","133.39","134.51","131.47","132.61","129.68","130.83","133.69","134.8","131.93","133.06","129.99","131.13","130.38","131.92","132.82","129.54","130.47","126.68","127.63","126.43","127.33","124.46","125.38","122.62","123.54","126.75","127.64","124.94","125.85","122.94","123.87","123.22","123.39","124.36","119.75","120.74"
"128.03","129.33","132.02","133.28","130.53","134.5","126.57","127.89","130.25","131.53","125.27","128.92","132.59","121.62","122.99","124.21","125.56","123.44","126.06","134.4","135.65","135.5","136.73","136","137.23","135.62","136.99","133.76","135.14","132.07","133.47","136.03","137.39","134.38","135.76","132.49","133.89","132.96","135.91","137.14","135.22","136.45","133.94","135.19","133.69","134.8","131.75","132.88","129.99","131.13","134.11","135.22","132.38","133.51","130.42","131.56","130.75","132.1","133.37","129.73","131.02","126.87","128.19","126.75","127.64","124.75","125.66","122.94","123.87","127.19","128.08","125.42","126.33","123.4","124.32","123.61","123.59","124.94","119.95","121.34"
"128.34","130.01","132.32","133.94","131.02","134.98","126.89","128.58","130.55","132.2","125.78","129.41","133.07","121.95","123.71","124.53","126.25","123.96","126.56","134.7","136.29","135.79","137.37","136.3","137.87","136.03","137.39","134.15","135.53","132.49","133.89","136.56","137.92","134.95","136.32","133.04","134.43","133.44","136.2","137.78","135.51","137.1","134.24","135.84","134.11","135.22","132.14","133.27","130.42","131.56","134.64","135.75","132.96","134.08","130.97","132.11","131.24","132.4","134.02","130.04","131.69","127.19","128.88","127.19","128.08","125.17","126.08","123.4","124.32","127.75","128.64","126.03","126.93","123.98","124.9","124.12","123.91","125.64","120.28","122.06"
"128.78","130.81","132.74","134.71","131.63","135.57","127.33","129.38","130.98","132.98","126.41","130.03","133.67","122.41","124.54","124.98","127.08","124.6","127.19","135.11","137.05","136.2","138.13","136.71","138.63","136.56","137.92","134.65","136.03","133.04","134.43","137.2","138.55","135.63","136.99","133.7","135.08","134.04","136.61","138.53","135.93","137.85","134.66","136.6","134.64","135.75","132.65","133.78","130.97","132.11","135.29","136.4","133.65","134.76","131.64","132.77","131.85","132.82","134.8","130.47","132.48","127.63","129.68","127.75","128.64","125.71","126.61","123.98","124.9","128.44","129.33","126.76","127.65","124.69","125.6","124.77","124.36","126.47","120.74","122.91"
"129.33","131.72","133.28","135.6","132.35","136.27","127.89","130.31","131.53","133.88","127.17","130.77","134.39","122.99","125.5","125.56","128.02","125.37","127.95","135.65","137.93","136.73","139","137.23","139.49","137.2","138.55","135.27","136.64","133.7","135.08","137.96","139.3","136.42","137.78","134.47","135.85","134.75","137.14","139.4","136.45","138.72","135.19","137.48","135.29","136.4","133.29","134.41","131.64","132.77","136.06","137.16","134.45","135.56","132.42","133.55","132.57","133.37","135.68","131.02","133.38","128.19","130.6","128.44","129.33","126.38","127.28","124.69","125.6","129.25","130.13","127.6","128.5","125.52","126.42","125.53","124.94","127.41","121.34","123.88"
"130.01","132.75","133.94","136.6","133.2","137.09","128.58","131.35","132.2","134.89","128.05","131.62","135.22","123.71","126.58","126.25","129.07","126.26","128.82","136.29","138.91","137.37","139.97","137.87","140.46","137.96","139.3","136.01","137.37","134.47","135.85","138.83","140.16","137.33","138.68","135.36","136.73","135.58","137.78","140.37","137.1","139.7","135.84","138.46","136.06","137.16","134.03","135.15","132.42","133.55","136.94","138.03","135.37","136.47","133.33","134.45","133.42","134.02","136.68","131.69","134.39","128.88","131.64","129.25","130.13","127.17","128.06","125.52","126.42","130.17","131.05","128.57","129.46","126.47","127.37","126.42","125.64","128.48","122.06","124.98"
"130.81","133.89","134.71","137.71","134.16","138.02","129.38","132.5","132.98","136.01","129.04","132.59","136.16","124.54","127.78","127.08","130.25","127.27","129.81","137.05","140","138.13","141.05","138.63","141.54","138.83","140.16","136.86","138.21","135.36","136.73","139.8","141.13","138.34","139.68","136.36","137.72","136.52","138.53","141.45","137.85","140.78","136.6","139.56","136.94","138.03","134.9","136","133.33","134.45","137.93","139.01","136.4","137.5","134.34","135.46","134.37","134.8","137.79","132.48","135.52","129.68","132.79","130.17","131.05","128.07","128.96","126.47","127.37","131.21","132.08","129.66","130.53","127.54","128.43","127.43","126.47","129.65","122.91","126.19"
"131.72","135.14","135.6","138.92","135.22","139.06","130.31","133.76","133.88","137.24","130.15","133.67","137.22","125.5","129.09","128.02","131.53","128.4","130.91","137.93","141.19","139","142.24","139.49","142.72","139.8","141.13","137.82","139.17","136.36","137.72","140.89","142.2","139.47","140.79","137.47","138.82","137.57","139.4","142.63","138.72","141.97","137.48","140.76","137.93","139.01","135.87","136.97","134.34","135.46","139.03","140.1","137.54","138.63","135.47","136.57","135.44","135.68","139","133.38","136.75","130.6","134.05","131.21","132.08","129.1","129.98","127.54","128.43","132.37","133.23","130.86","131.72","128.73","129.61","128.56","127.41","130.94","123.88","127.51"
"132.75","136.5","136.6","140.24","136.4","140.21","131.35","135.13","134.89","138.58","131.38","134.86","138.38","126.58","130.5","129.07","132.92","129.64","132.13","138.91","142.49","139.97","143.53","140.46","144","140.89","142.2","138.89","140.22","137.47","138.82","142.07","143.38","140.69","142.01","138.69","140.02","138.73","140.37","143.91","139.7","143.26","138.46","142.06","139.03","140.1","136.96","138.05","135.47","136.57","140.23","141.29","138.78","139.86","136.7","137.8","136.62","136.68","140.32","134.39","138.09","131.64","135.41","132.37","133.23","130.24","131.11","128.73","129.61","133.63","134.48","132.16","133.02","130.03","130.9","129.79","128.48","132.34","124.98","128.95"
"137.9","133.47","141.55","137.24","137.43","141.15","136.78","132.32","140.19","135.84","132.71","136.16","139.64","132.45","127.84","134.89","130.37","131.26","133.79","143.54","139.3","144.65","140.44","145.22","141.03","143.13","144.34","141.81","143.04","139.77","141.01","141.72","142.94","139.68","140.92","138.33","139.58","139.65","145.24","141.05","144.7","140.49","143.62","139.38","141.63","142.61","140.26","141.24","138.15","139.14","140.22","141.2","138.11","139.1","136.69","137.7","137.9","142.03","137.74","139.94","135.59","137.41","132.97","135.46","136.21","134.07","134.83","131.9","132.68","133.97","134.73","131.81","132.59","130.38","131.16","131.51","134.48","129.95","131.23","126.58"
"136.32","132.21","140.01","136.02","136.02","139.78","135.19","131.04","138.64","134.6","131.26","134.74","138.26","130.81","126.52","133.28","129.07","129.79","132.34","142.03","138.09","143.15","139.24","143.73","139.83","141.72","142.94","140.37","141.6","138.33","139.58","140.42","141.65","138.39","139.64","136.99","138.26","138.27","143.74","139.85","143.2","139.29","142.11","138.17","140.22","141.2","138.8","139.79","136.69","137.7","138.9","139.89","136.8","137.8","135.34","136.35","136.5","140.5","136.51","138.39","134.34","135.83","131.7","133.97","134.73","132.54","133.31","130.38","131.16","132.59","133.36","130.44","131.22","128.96","129.75","130.04","132.87","128.65","129.58","125.24"
"134.85","131.05","138.58","134.89","134.72","138.52","133.7","129.88","137.19","133.46","129.91","133.43","136.98","129.27","125.31","131.77","127.89","128.43","131.01","140.62","136.98","141.75","138.15","142.33","138.74","140.42","141.65","139.02","140.27","136.99","138.26","139.22","140.46","137.2","138.46","135.76","137.04","136.99","142.34","138.76","141.8","138.2","140.7","137.07","138.9","139.89","137.44","138.44","135.34","136.35","137.68","138.68","135.59","136.61","134.09","135.12","135.2","139.07","135.39","136.94","133.2","134.35","130.54","132.59","133.36","131.11","131.89","128.96","129.75","131.32","132.1","129.18","129.97","127.65","128.45","128.68","131.35","127.46","128.02","124.02"
"133.47","130.01","137.24","133.88","133.53","137.36","132.32","128.83","135.84","132.44","128.67","132.23","135.81","127.84","124.22","130.37","126.82","127.18","129.78","139.3","135.99","140.44","137.16","141.03","137.76","139.22","140.46","137.78","139.04","135.76","137.04","138.12","139.37","136.11","137.39","134.64","135.92","135.82","141.05","137.77","140.49","137.21","139.38","136.07","137.68","138.68","136.18","137.19","134.09","135.12","136.57","137.58","134.5","135.52","132.95","133.99","134.01","137.74","134.39","135.59","132.18","132.97","129.49","131.32","132.1","129.8","130.58","127.65","128.45","130.16","130.94","128.03","128.82","126.46","127.26","127.43","129.95","126.39","126.58","122.92"
"132.21","129.09","136.02","132.98","132.45","136.3","131.04","127.89","134.6","131.53","127.55","131.13","134.74","126.52","123.25","129.07","125.87","126.04","128.66","138.09","135.1","139.24","136.28","139.83","136.88","138.12","139.37","136.64","137.91","134.64","135.92","137.13","138.39","135.14","136.42","133.62","134.92","134.75","139.85","136.9","139.29","136.33","138.17","135.19","136.57","137.58","135.03","136.05","132.95","133.99","135.57","136.59","133.51","134.54","131.93","132.97","132.94","136.51","133.49","134.34","131.27","131.7","128.56","130.16","130.94","128.59","129.38","126.46","127.26","129.11","129.9","126.99","127.79","125.38","126.19","126.3","128.65","125.43","125.24","121.94"
"131.05","128.28","134.89","132.2","131.48","135.36","129.88","127.07","133.46","130.74","126.54","130.15","133.79","125.31","122.41","127.89","125.04","125.02","127.67","136.98","134.33","138.15","135.51","138.74","136.12","137.13","138.39","135.61","136.89","133.62","134.92","136.25","137.53","134.28","135.57","132.72","134.03","133.8","138.76","136.14","138.2","135.57","137.07","134.42","135.57","136.59","133.99","135.02","131.93","132.97","134.69","135.71","132.64","133.68","131.01","132.06","131.97","135.39","132.71","133.2","130.47","130.54","127.75","129.11","129.9","127.5","128.29","125.38","126.19","128.18","128.97","126.08","126.88","124.41","125.23","125.28","127.46","124.6","124.02","121.09"
"130.01","127.59","133.88","131.53","130.62","134.53","128.83","126.38","132.44","130.06","125.65","129.29","132.95","124.22","121.69","126.82","124.34","124.12","126.79","135.99","133.67","137.16","134.86","137.76","135.47","136.25","137.53","134.7","135.98","132.72","134.03","135.49","136.77","133.53","134.83","131.94","133.25","132.96","137.77","135.49","137.21","134.92","136.07","133.76","134.69","135.71","133.06","134.09","131.01","132.06","133.91","134.94","131.88","132.93","130.22","131.27","131.12","134.39","132.04","132.18","129.8","129.49","127.06","128.18","128.97","126.52","127.32","124.41","125.23","127.36","128.16","125.28","126.09","123.58","124.4","124.38","126.39","123.89","122.92","120.36"
"129.09","127.02","132.98","130.98","129.88","133.82","127.89","125.81","131.53","129.51","124.88","128.55","132.23","123.25","121.09","125.87","123.76","123.34","126.03","135.1","133.13","136.28","134.33","136.88","134.94","135.49","136.77","133.89","135.19","131.94","133.25","134.84","136.12","132.9","134.21","131.27","132.59","132.24","136.9","134.96","136.33","134.38","135.19","133.22","133.91","134.94","132.25","133.29","130.22","131.27","133.25","134.28","131.24","132.29","129.54","130.6","130.38","133.49","131.5","131.27","129.24","128.56","126.49","127.36","128.16","125.66","126.47","123.58","124.4","126.67","127.47","124.61","125.42","122.86","123.69","123.61","125.43","123.31","121.94","119.76"
"128.28","126.58","132.2","130.55","129.27","133.22","127.07","125.36","130.74","129.07","124.24","127.92","131.62","122.41","120.63","125.04","123.3","122.69","125.39","134.33","132.71","135.51","133.91","136.12","134.52","134.84","136.12","133.2","134.5","131.27","132.59","134.3","135.59","132.39","133.7","130.72","132.04","131.63","136.14","134.54","135.57","133.96","134.42","132.8","133.25","134.28","131.55","132.59","129.54","130.6","132.71","133.75","130.73","131.78","128.98","130.05","129.77","132.71","131.07","130.47","128.81","127.75","126.05","126.67","127.47","124.93","125.74","122.86","123.69","126.1","126.91","124.06","124.88","122.27","123.11","122.96","124.6","122.86","121.09","119.29"
"127.59","126.27","131.53","130.25","128.77","132.73","126.38","125.04","130.06","128.76","123.73","127.42","131.13","121.69","120.3","124.34","122.98","122.17","124.88","133.67","132.41","134.86","133.61","135.47","134.23","134.3","135.59","132.63","133.94","130.72","132.04","133.88","135.18","132","133.31","130.29","131.62","131.14","135.49","134.24","134.92","133.67","133.76","132.5","132.71","133.75","130.97","132.02","128.98","130.05","132.29","133.33","130.33","131.38","128.55","129.62","129.27","132.04","130.77","129.8","128.5","127.06","125.73","126.1","126.91","124.32","125.14","122.27","123.11","125.65","126.46","123.64","124.46","121.82","122.65","122.44","123.89","122.53","120.36","118.95"
"127.02","126.08","130.98","130.06","128.4","132.37","125.81","124.85","129.51","128.58","123.34","127.04","130.77","121.09","120.1","123.76","122.78","121.78","124.49","133.13","132.23","134.33","133.43","134.94","134.05","133.88","135.18","132.18","133.49","130.29","131.62","133.59","134.88","131.72","133.04","129.98","131.31","130.78","134.96","134.07","134.38","133.49","133.22","132.32","132.29","133.33","130.51","131.56","128.55","129.62","131.99","133.03","130.05","131.11","128.24","129.31","128.9","131.5","130.58","129.24","128.31","126.49","125.54","125.65","126.46","123.83","124.66","121.82","122.65","125.34","126.15","123.35","124.17","121.49","122.32","122.04","123.31","122.33","119.76","118.75"
"126.58","126.01","130.55","130","128.15","132.13","125.36","124.79","129.07","128.51","123.08","126.79","130.52","120.63","120.03","123.3","122.72","121.51","124.24","132.71","132.17","133.91","133.37","134.52","133.99","133.59","134.88","131.84","133.16","129.98","131.31","133.41","134.7","131.57","132.89","129.8","131.13","130.53","134.54","134.01","133.96","133.43","132.8","132.26","131.99","133.03","130.17","131.23","128.24","129.31","131.8","132.85","129.9","130.96","128.05","129.12","128.65","131.07","130.52","128.81","128.25","126.05","125.48","125.34","126.15","123.48","124.3","121.49","122.32","125.14","125.96","123.19","124.01","121.29","122.13","121.78","122.86","122.27","119.29","118.68"
"126.27","126.08","130.25","130.06","128.02","132.01","125.04","124.85","128.76","128.58","122.95","126.66","130.4","120.3","120.1","122.98","122.78","121.38","124.11","132.41","132.23","133.61","133.43","134.23","134.05","133.41","134.7","131.63","132.95","129.8","131.13","133.35","134.64","131.54","132.86","129.73","131.07","130.41","134.24","134.07","133.67","133.49","132.5","132.32","131.8","132.85","129.96","131.02","128.05","129.12","131.74","132.79","129.87","130.92","127.99","129.06","128.53","130.77","130.58","128.5","128.31","125.73","125.54","125.14","125.96","123.25","124.08","121.29","122.13","125.08","125.89","123.15","123.98","121.22","122.06","121.65","122.53","122.33","118.95","118.75"
"126.08","126.27","130.06","130.25","128.02","132.01","124.85","125.04","128.58","128.76","122.95","126.66","130.4","120.1","120.3","122.78","122.98","121.38","124.11","132.23","132.41","133.43","133.61","134.05","134.23","133.35","134.64","131.54","132.86","129.73","131.07","133.41","134.7","131.63","132.95","129.8","131.13","130.41","134.07","134.24","133.49","133.67","132.32","132.5","131.74","132.79","129.87","130.92","127.99","129.06","131.8","132.85","129.96","131.02","128.05","129.12","128.53","130.58","130.77","128.31","128.5","125.54","125.73","125.08","125.89","123.15","123.98","121.22","122.06","125.14","125.96","123.25","124.08","121.29","122.13","121.65","122.33","122.53","118.75","118.95"
"126.01","126.58","130","130.55","128.15","132.13","124.79","125.36","128.51","129.07","123.08","126.79","130.52","120.03","120.63","122.72","123.3","121.51","124.24","132.17","132.71","133.37","133.91","133.99","134.52","133.41","134.7","131.57","132.89","129.8","131.13","133.59","134.88","131.84","133.16","129.98","131.31","130.53","134.01","134.54","133.43","133.96","132.26","132.8","131.8","132.85","129.9","130.96","128.05","129.12","131.99","133.03","130.17","131.23","128.24","129.31","128.65","130.52","131.07","128.25","128.81","125.48","126.05","125.14","125.96","123.19","124.01","121.29","122.13","125.34","126.15","123.48","124.3","121.49","122.32","121.78","122.27","122.86","118.68","119.29"
"126.08","127.02","130.06","130.98","128.4","132.37","124.85","125.81","128.58","129.51","123.34","127.04","130.77","120.1","121.09","122.78","123.76","121.78","124.49","132.23","133.13","133.43","134.33","134.05","134.94","133.59","134.88","131.72","133.04","129.98","131.31","133.88","135.18","132.18","133.49","130.29","131.62","130.78","134.07","134.96","133.49","134.38","132.32","133.22","131.99","133.03","130.05","131.11","128.24","129.31","132.29","133.33","130.51","131.56","128.55","129.62","128.9","130.58","131.5","128.31","129.24","125.54","126.49","125.34","126.15","123.35","124.17","121.49","122.32","125.65","126.46","123.83","124.66","121.82","122.65","122.04","122.33","123.31","118.75","119.76"
"126.27","127.59","130.25","131.53","128.77","132.73","125.04","126.38","128.76","130.06","123.73","127.42","131.13","120.3","121.69","122.98","124.34","122.17","124.88","132.41","133.67","133.61","134.86","134.23","135.47","133.88","135.18","132","133.31","130.29","131.62","134.3","135.59","132.63","133.94","130.72","132.04","131.14","134.24","135.49","133.67","134.92","132.5","133.76","132.29","133.33","130.33","131.38","128.55","129.62","132.71","133.75","130.97","132.02","128.98","130.05","129.27","130.77","132.04","128.5","129.8","125.73","127.06","125.65","126.46","123.64","124.46","121.82","122.65","126.1","126.91","124.32","125.14","122.27","123.11","122.44","122.53","123.89","118.95","120.36"
"126.58","128.28","130.55","132.2","129.27","133.22","125.36","127.07","129.07","130.74","124.24","127.92","131.62","120.63","122.41","123.3","125.04","122.69","125.39","132.71","134.33","133.91","135.51","134.52","136.12","134.3","135.59","132.39","133.7","130.72","132.04","134.84","136.12","133.2","134.5","131.27","132.59","131.63","134.54","136.14","133.96","135.57","132.8","134.42","132.71","133.75","130.73","131.78","128.98","130.05","133.25","134.28","131.55","132.59","129.54","130.6","129.77","131.07","132.71","128.81","130.47","126.05","127.75","126.1","126.91","124.06","124.88","122.27","123.11","126.67","127.47","124.93","125.74","122.86","123.69","122.96","122.86","124.6","119.29","121.09"
